corridor,state,slope_angle_deg,elevation_m,geology,rainfall_24h_mm,rainfall_72h_accum_mm,soil_saturation_pct,road_curvature_index,drainage_capacity_score,vegetation_loss_index,historical_landslides,heavy_truck_intensity,disruption_prob,disruption_occurred,hazard_type,clearance_time_hours
NH-102,Manipur,33.99,1448.9,Alluvial Silt,122.22,306.9,70.7,7.7,3.5,0.137,2,1041,0.99,1,Tree Fall & Rock Obstruction,1.1
NH-13,Arunachal Pradesh,48.5,2569.3,Gneiss-Schist,117.94,299.2,85.6,7.4,2.2,0.224,3,1396,0.99,1,Major Landslide / Rockfall,10.8
NH-715,Assam,8.0,50.0,Sandstone-Siltstone,29.6,66.26,5.0,2.6,2.5,0.115,1,627,0.01,0,None,0.0
NH-10,Sikkim,57.63,1547.0,Fractured Shale,93.63,275.5,67.5,3.5,4.8,0.59,1,1997,0.99,1,Major Landslide / Rockfall,19.5
NH-6,Meghalaya,33.06,1377.9,Gneiss-Schist,5.38,49.04,19.9,4.4,1.4,0.368,0,1264,0.121,0,None,0.0
NH-29,Nagaland,46.31,1287.5,Fractured Shale,0.82,36.93,25.0,4.5,6.8,0.106,2,1210,0.1774,0,None,0.0
NH-27,Assam,18.89,50.0,Alluvial Silt,14.53,67.13,30.2,10.0,8.9,0.607,2,1357,0.048,0,None,0.0
NH-10,Sikkim,41.39,915.3,Fractured Shale,1.85,22.41,27.3,10.0,8.3,0.05,6,1326,0.1741,0,None,0.0
NH-10,Sikkim,51.75,996.0,Fractured Shale,95.76,225.17,62.3,5.8,4.5,0.124,2,521,0.99,1,Major Landslide / Rockfall,14.2
NH-6,Meghalaya,42.97,1061.9,Fractured Shale,11.67,51.3,25.9,2.9,6.0,0.363,4,1923,0.502,0,None,0.0
NH-715,Assam,26.23,50.0,Limestone Karst,79.4,219.63,42.3,1.8,4.0,0.24,0,1018,0.7737,1,Tree Fall & Rock Obstruction,2.1
NH-715,Assam,11.95,50.0,Gneiss-Schist,81.16,159.39,49.3,7.3,1.0,0.803,2,1540,0.7231,0,None,0.0
NH-102,Manipur,23.64,1047.0,Fractured Shale,147.97,467.12,85.9,7.6,6.1,0.527,2,860,0.99,1,Tree Fall & Rock Obstruction,5.7
NH-27,Assam,8.71,95.0,Limestone Karst,42.0,88.93,22.1,7.4,3.5,0.474,1,907,0.0785,0,None,0.0
NH-715,Assam,16.36,261.8,Fractured Shale,13.05,53.05,29.2,6.9,10.0,0.197,0,1081,0.01,0,None,0.0
NH-13,Arunachal Pradesh,50.38,2180.1,Gneiss-Schist,67.97,186.14,50.0,3.9,3.5,0.569,3,1867,0.99,1,Major Landslide / Rockfall,9.8
NH-715,Assam,12.44,50.0,Gneiss-Schist,10.83,59.79,15.8,6.5,6.2,0.4,2,801,0.01,0,None,0.0
NH-10,Sikkim,32.59,1348.3,Alluvial Silt,44.74,161.77,30.7,9.1,7.0,0.403,1,999,0.5897,1,Tree Fall & Rock Obstruction,2.1
NH-6,Meghalaya,41.06,1098.6,Sandstone-Siltstone,226.18,537.49,99.0,1.7,6.4,0.227,4,1446,0.99,1,Major Landslide / Rockfall,9.7
NH-13,Arunachal Pradesh,62.82,2394.0,Sandstone-Siltstone,6.89,47.16,21.2,3.4,4.4,0.568,3,2014,0.9444,1,Tree Fall & Rock Obstruction,2.2
NH-102,Manipur,35.02,600.2,Gneiss-Schist,175.85,443.67,88.4,5.0,6.8,0.369,2,1885,0.99,1,Major Landslide / Rockfall,17.9
NH-27,Assam,15.96,50.0,Sandstone-Siltstone,0.38,2.18,21.9,8.1,6.3,0.564,1,689,0.01,0,None,0.0
NH-102,Manipur,35.72,841.6,Fractured Shale,4.67,24.47,19.0,4.0,5.0,0.437,2,953,0.0684,0,None,0.0
NH-10,Sikkim,47.58,1402.3,Gneiss-Schist,153.43,513.28,99.0,9.3,1.9,0.212,2,1471,0.99,1,Major Landslide / Rockfall,11.4
NH-13,Arunachal Pradesh,56.06,2252.8,Gneiss-Schist,52.89,167.64,50.7,6.8,6.1,0.118,0,830,0.9758,1,Tree Fall & Rock Obstruction,2.2
NH-13,Arunachal Pradesh,52.57,2206.0,Sandstone-Siltstone,134.14,342.2,60.4,4.4,7.9,0.123,2,1583,0.99,1,Major Landslide / Rockfall,14.3
NH-13,Arunachal Pradesh,47.97,2765.7,Fractured Shale,146.04,373.61,63.2,6.1,7.3,0.506,1,2198,0.99,1,Major Landslide / Rockfall,21.4
NH-10,Sikkim,39.83,648.9,Fractured Shale,2.1,20.04,26.8,6.8,7.4,0.513,5,1557,0.2383,0,None,0.0
NH-10,Sikkim,43.38,888.5,Gneiss-Schist,3.84,47.59,34.7,6.2,3.1,0.424,5,1249,0.6858,1,Road Subsidence & Edge Collapse,9.7
NH-102,Manipur,34.04,625.6,Gneiss-Schist,10.99,39.33,27.9,7.8,7.3,0.294,0,1516,0.0598,0,None,0.0
NH-29,Nagaland,39.95,968.8,Alluvial Silt,4.5,41.38,13.9,7.0,1.0,0.552,7,1582,0.6891,1,Road Subsidence & Edge Collapse,18.2
NH-102,Manipur,34.04,734.1,Gneiss-Schist,104.13,247.54,73.4,1.1,5.3,0.624,0,1125,0.99,1,Tree Fall & Rock Obstruction,1.2
NH-27,Assam,14.85,286.3,Gneiss-Schist,2.52,16.11,23.2,7.0,6.6,0.592,2,802,0.01,0,None,0.0
NH-6,Meghalaya,43.42,1222.5,Fractured Shale,85.77,236.72,67.4,5.0,5.0,0.685,2,1322,0.99,1,Major Landslide / Rockfall,19.9
NH-13,Arunachal Pradesh,58.34,2100.1,Fractured Shale,0.79,22.81,26.0,6.6,1.0,0.566,3,791,0.9426,0,None,0.0
NH-29,Nagaland,42.51,983.2,Gneiss-Schist,11.14,43.62,18.6,6.7,4.5,0.146,1,1249,0.2282,1,Tree Fall & Rock Obstruction,5.0
NH-6,Meghalaya,29.5,1161.0,Fractured Shale,0.62,13.55,18.0,4.2,6.7,0.376,2,511,0.0101,0,None,0.0
NH-29,Nagaland,39.76,1361.5,Limestone Karst,14.92,61.37,23.9,4.5,7.2,0.387,6,1291,0.5318,0,None,0.0
NH-715,Assam,15.29,287.7,Alluvial Silt,1.17,36.45,41.4,6.3,7.9,0.695,0,1880,0.0153,0,None,0.0
NH-715,Assam,8.0,50.0,Sandstone-Siltstone,7.06,45.98,26.8,5.3,4.1,0.129,0,1472,0.01,0,None,0.0
NH-208,Tripura,27.03,50.0,Sandstone-Siltstone,3.25,10.15,22.4,7.7,7.6,0.342,0,1145,0.01,0,None,0.0
NH-715,Assam,15.93,421.0,Sandstone-Siltstone,53.36,195.86,50.1,9.1,8.0,0.228,1,1377,0.24,1,Tree Fall & Rock Obstruction,9.6
NH-102,Manipur,34.48,816.5,Gneiss-Schist,0.39,38.36,9.2,7.7,3.2,0.179,0,716,0.0526,0,None,0.0
NH-715,Assam,23.88,50.0,Gneiss-Schist,17.05,87.03,21.4,7.8,6.7,0.332,0,1260,0.0397,0,None,0.0
NH-10,Sikkim,40.9,1583.8,Fractured Shale,10.02,38.58,21.3,4.5,5.4,0.556,0,717,0.1478,0,None,0.0
NH-13,Arunachal Pradesh,53.73,2420.5,Alluvial Silt,34.43,136.65,21.3,7.2,4.6,0.148,5,1708,0.9523,1,Road Subsidence & Edge Collapse,11.9
NH-102,Manipur,31.29,1210.8,Gneiss-Schist,5.09,21.02,12.7,9.9,5.3,0.619,0,609,0.0443,0,None,0.0
NH-6,Meghalaya,36.8,876.9,Fractured Shale,7.87,32.48,23.1,4.0,6.7,0.438,5,810,0.2128,0,None,0.0
NH-208,Tripura,12.98,573.7,Fractured Shale,7.69,35.0,19.0,3.4,8.0,0.654,2,1717,0.01,0,None,0.0
NH-208,Tripura,28.83,50.0,Sandstone-Siltstone,8.17,24.22,23.1,7.0,4.8,0.865,0,682,0.0552,0,None,0.0
NH-208,Tripura,15.56,50.0,Fractured Shale,1.35,31.6,28.0,10.0,2.6,0.509,1,1172,0.01,0,None,0.0
NH-6,Meghalaya,42.55,1189.2,Fractured Shale,12.61,41.91,10.6,3.0,8.1,0.303,4,1424,0.2353,0,None,0.0
NH-6,Meghalaya,25.81,1684.1,Fractured Shale,4.93,19.45,19.5,4.3,4.8,0.331,0,904,0.01,0,None,0.0
NH-6,Meghalaya,45.67,1346.1,Alluvial Silt,163.9,389.17,80.2,3.8,3.8,0.509,5,1022,0.99,1,Major Landslide / Rockfall,10.7
NH-6,Meghalaya,44.84,1544.5,Fractured Shale,21.1,70.84,19.2,5.7,7.0,0.563,2,667,0.5863,1,Tree Fall & Rock Obstruction,2.3
NH-208,Tripura,18.63,142.8,Sandstone-Siltstone,0.87,40.31,15.7,10.0,6.2,0.713,0,1139,0.01,0,None,0.0
NH-208,Tripura,16.52,91.5,Fractured Shale,3.52,43.25,27.7,7.2,5.3,0.334,1,1344,0.01,0,None,0.0
NH-29,Nagaland,44.6,1216.0,Gneiss-Schist,52.88,167.69,30.1,5.1,3.7,0.385,3,1102,0.9673,1,Tree Fall & Rock Obstruction,0.7
NH-102,Manipur,46.88,1493.6,Gneiss-Schist,1.16,27.8,11.6,6.2,4.4,0.737,1,1315,0.3862,0,None,0.0
NH-13,Arunachal Pradesh,38.54,1761.0,Alluvial Silt,124.14,251.28,55.8,6.0,6.0,0.393,2,1286,0.99,1,Major Landslide / Rockfall,4.2
NH-715,Assam,20.08,218.7,Gneiss-Schist,63.45,201.62,56.5,9.4,4.3,0.63,0,883,0.7159,1,Tree Fall & Rock Obstruction,2.0
NH-715,Assam,9.07,208.0,Sandstone-Siltstone,9.15,43.63,17.2,1.8,4.5,0.437,0,1529,0.01,0,None,0.0
NH-10,Sikkim,44.87,1546.3,Sandstone-Siltstone,75.22,245.81,50.8,5.4,3.2,0.573,7,1694,0.99,1,Major Landslide / Rockfall,17.9
NH-208,Tripura,16.39,536.4,Gneiss-Schist,0.25,16.89,14.0,4.6,6.8,0.612,4,971,0.0125,0,None,0.0
NH-10,Sikkim,42.22,1158.8,Fractured Shale,2.9,25.67,33.7,6.5,3.8,0.462,3,1566,0.3823,0,None,0.0
NH-102,Manipur,31.93,1109.1,Gneiss-Schist,4.2,41.12,41.6,7.1,6.1,0.14,2,990,0.0829,0,None,0.0
NH-102,Manipur,24.63,1479.5,Fractured Shale,48.74,153.91,44.3,6.3,5.1,0.681,0,1770,0.5262,1,Tree Fall & Rock Obstruction,1.5
NH-10,Sikkim,51.69,1180.4,Alluvial Silt,0.15,14.28,5.0,5.4,3.8,0.639,5,335,0.6818,0,None,0.0
NH-208,Tripura,8.0,50.0,Sandstone-Siltstone,89.19,281.15,73.7,8.6,9.2,0.05,2,1154,0.64,1,Tree Fall & Rock Obstruction,2.7
NH-10,Sikkim,48.51,1084.7,Sandstone-Siltstone,0.68,15.16,7.0,5.7,5.3,0.314,1,970,0.1979,0,None,0.0
NH-715,Assam,12.88,50.0,Sandstone-Siltstone,0.05,4.06,20.0,6.2,2.4,0.518,0,1343,0.01,0,None,0.0
NH-29,Nagaland,34.39,1611.5,Gneiss-Schist,3.49,40.65,8.1,6.0,9.3,0.212,3,1384,0.0506,0,None,0.0
NH-715,Assam,16.32,414.3,Sandstone-Siltstone,31.14,77.98,17.5,8.3,7.5,0.337,1,1170,0.0153,0,None,0.0
NH-27,Assam,8.0,50.0,Sandstone-Siltstone,19.67,101.58,32.4,4.2,3.9,0.344,4,719,0.0297,0,None,0.0
NH-208,Tripura,18.26,50.0,Fractured Shale,140.85,282.35,69.2,5.8,5.2,0.45,0,787,0.99,1,Flash Flood & Highway Waterlogging,10.6
NH-208,Tripura,8.75,426.5,Fractured Shale,90.34,285.04,40.8,1.9,6.9,0.637,2,1762,0.8446,1,Tree Fall & Rock Obstruction,0.3
NH-13,Arunachal Pradesh,53.0,1667.1,Fractured Shale,59.75,163.05,34.5,6.2,6.1,0.224,5,1032,0.99,1,Road Subsidence & Edge Collapse,29.6
NH-6,Meghalaya,31.99,936.2,Fractured Shale,92.36,267.54,71.2,8.2,7.1,0.096,2,1020,0.99,1,Tree Fall & Rock Obstruction,3.5
NH-27,Assam,9.07,50.0,Alluvial Silt,166.23,536.38,99.0,8.6,5.3,0.193,0,1482,0.99,1,Flash Flood & Highway Waterlogging,12.0
NH-102,Manipur,33.91,1025.5,Gneiss-Schist,5.29,33.57,9.9,7.2,4.1,0.363,1,1325,0.0774,0,None,0.0
NH-208,Tripura,12.98,246.7,Fractured Shale,11.5,38.32,17.7,7.4,5.3,0.431,2,1045,0.01,0,None,0.0
NH-10,Sikkim,44.62,1180.2,Fractured Shale,0.15,37.84,37.8,7.1,2.7,0.669,3,2000,0.6942,1,Tree Fall & Rock Obstruction,1.1
NH-27,Assam,8.0,608.0,Sandstone-Siltstone,3.19,34.74,29.7,8.6,4.4,0.758,2,1302,0.01,0,None,0.0
NH-13,Arunachal Pradesh,54.1,2219.6,Sandstone-Siltstone,3.33,23.23,22.6,10.0,5.1,0.106,6,910,0.7627,1,Road Subsidence & Edge Collapse,29.2
NH-102,Manipur,43.47,1260.4,Gneiss-Schist,81.26,262.86,60.2,5.7,5.9,0.324,7,1556,0.99,1,Major Landslide / Rockfall,8.6
NH-6,Meghalaya,56.15,1636.1,Sandstone-Siltstone,0.09,18.8,25.4,3.9,8.8,0.378,1,1513,0.4024,0,None,0.0
NH-6,Meghalaya,38.59,1012.1,Alluvial Silt,10.16,62.05,33.5,4.1,2.8,0.473,4,2184,0.5779,0,None,0.0
NH-13,Arunachal Pradesh,55.12,2149.1,Fractured Shale,159.97,316.81,65.0,3.7,8.5,0.528,6,892,0.99,1,Major Landslide / Rockfall,7.2
NH-13,Arunachal Pradesh,38.43,2837.0,Sandstone-Siltstone,161.19,375.72,73.8,7.5,6.0,0.247,4,800,0.99,1,Major Landslide / Rockfall,8.0
NH-10,Sikkim,54.77,1048.7,Alluvial Silt,113.7,325.9,70.5,10.0,1.0,0.797,3,1331,0.99,1,Major Landslide / Rockfall,13.0
NH-208,Tripura,23.05,50.0,Fractured Shale,42.62,110.66,44.1,7.5,7.8,0.412,0,1319,0.0869,0,None,0.0
NH-6,Meghalaya,34.85,1451.2,Sandstone-Siltstone,209.79,560.02,99.0,4.6,4.8,0.537,0,1409,0.99,1,Mudslide & Debris Flow,6.0
NH-102,Manipur,40.04,809.4,Fractured Shale,2.59,18.81,14.8,7.6,8.4,0.666,0,704,0.0397,0,None,0.0
NH-27,Assam,10.35,50.0,Sandstone-Siltstone,86.45,235.74,49.6,5.6,3.7,0.193,1,1639,0.6195,1,Tree Fall & Rock Obstruction,6.7
NH-102,Manipur,29.02,805.0,Fractured Shale,0.03,33.57,29.3,8.9,4.2,0.738,1,1236,0.0421,0,None,0.0
NH-29,Nagaland,45.09,1929.6,Alluvial Silt,7.19,57.74,22.3,5.8,6.7,0.662,3,849,0.5427,0,None,0.0
NH-29,Nagaland,35.09,1459.0,Alluvial Silt,5.2,20.38,29.0,6.7,1.3,0.305,4,1256,0.3079,1,Road Subsidence & Edge Collapse,20.6
NH-13,Arunachal Pradesh,56.64,1801.6,Alluvial Silt,36.28,130.55,38.6,2.8,3.4,0.49,5,492,0.9849,1,Road Subsidence & Edge Collapse,42.3
NH-10,Sikkim,38.14,746.5,Sandstone-Siltstone,6.02,53.92,30.2,5.7,1.7,0.214,1,1565,0.2495,1,Tree Fall & Rock Obstruction,1.0
NH-29,Nagaland,35.17,2162.0,Limestone Karst,87.84,245.76,52.3,1.9,2.9,0.181,10,1154,0.99,1,Major Landslide / Rockfall,21.8
NH-6,Meghalaya,32.09,1333.0,Gneiss-Schist,65.96,164.09,59.0,5.8,8.6,0.362,0,164,0.7286,1,Tree Fall & Rock Obstruction,1.4
NH-102,Manipur,36.94,1080.4,Sandstone-Siltstone,6.39,55.81,13.9,4.5,2.9,0.68,4,552,0.4569,1,Road Subsidence & Edge Collapse,31.0
NH-102,Manipur,27.99,718.6,Fractured Shale,34.24,114.8,42.2,9.7,3.4,0.48,1,1212,0.4134,1,Tree Fall & Rock Obstruction,1.3
NH-13,Arunachal Pradesh,41.24,2296.3,Gneiss-Schist,9.58,30.44,11.1,7.8,1.0,0.411,1,1097,0.3052,1,Tree Fall & Rock Obstruction,5.6
NH-208,Tripura,14.06,557.8,Gneiss-Schist,117.16,323.96,86.2,5.4,3.6,0.081,0,1504,0.9696,1,Flash Flood & Highway Waterlogging,9.4
NH-208,Tripura,17.79,50.0,Fractured Shale,4.39,22.16,6.4,6.0,1.0,0.337,1,928,0.01,0,None,0.0
NH-27,Assam,8.0,217.6,Sandstone-Siltstone,81.68,206.47,70.0,8.8,5.6,0.281,1,831,0.4366,0,None,0.0
NH-13,Arunachal Pradesh,42.51,1778.3,Limestone Karst,33.6,103.01,51.2,2.0,6.7,0.05,4,1934,0.7198,1,Road Subsidence & Edge Collapse,16.7
NH-715,Assam,28.72,701.9,Fractured Shale,3.4,21.28,27.6,6.5,6.0,0.089,0,1070,0.01,0,None,0.0
NH-27,Assam,8.0,160.6,Fractured Shale,103.21,290.79,74.6,3.9,1.7,0.296,1,625,0.9608,1,Flash Flood & Highway Waterlogging,3.1
NH-715,Assam,12.9,50.0,Alluvial Silt,65.8,199.14,57.5,8.6,4.9,0.484,0,1089,0.4405,1,Tree Fall & Rock Obstruction,0.2
NH-208,Tripura,15.61,50.0,Fractured Shale,38.42,127.43,31.6,5.0,6.0,0.252,1,1368,0.0335,0,None,0.0
NH-13,Arunachal Pradesh,47.26,2047.0,Alluvial Silt,6.5,34.51,16.4,6.2,4.1,0.376,5,707,0.6216,0,None,0.0
NH-715,Assam,19.04,50.0,Gneiss-Schist,75.94,204.01,56.0,7.4,2.2,0.425,1,1401,0.8204,1,Tree Fall & Rock Obstruction,7.3
NH-13,Arunachal Pradesh,56.16,1465.8,Sandstone-Siltstone,3.21,37.03,35.1,8.8,7.1,0.716,3,1458,0.8382,1,Tree Fall & Rock Obstruction,2.9
NH-13,Arunachal Pradesh,48.01,2170.6,Fractured Shale,109.8,346.17,83.8,7.2,2.3,0.282,7,1597,0.99,1,Major Landslide / Rockfall,16.0
NH-208,Tripura,9.96,78.0,Fractured Shale,1.42,40.73,5.3,10.0,6.0,0.422,0,515,0.01,0,None,0.0
NH-27,Assam,20.28,226.6,Sandstone-Siltstone,1.52,26.34,27.2,4.7,5.0,0.05,1,1315,0.01,0,None,0.0
NH-27,Assam,11.38,50.0,Gneiss-Schist,4.8,44.02,17.8,6.4,8.2,0.706,0,1472,0.01,0,None,0.0
NH-13,Arunachal Pradesh,61.25,1968.7,Sandstone-Siltstone,2.44,16.56,25.1,6.1,10.0,0.147,3,270,0.5979,1,Tree Fall & Rock Obstruction,3.2
NH-29,Nagaland,27.4,1497.7,Gneiss-Schist,5.3,30.8,14.6,2.4,3.8,0.075,2,1304,0.0335,0,None,0.0
NH-10,Sikkim,46.27,716.3,Gneiss-Schist,0.1,38.62,31.2,4.9,2.4,0.14,4,1602,0.569,1,Road Subsidence & Edge Collapse,23.3
NH-208,Tripura,30.47,163.0,Sandstone-Siltstone,182.91,571.06,99.0,6.3,5.3,0.167,0,1430,0.99,1,Mudslide & Debris Flow,8.4
NH-10,Sikkim,42.7,641.5,Limestone Karst,94.72,240.39,56.9,1.0,5.1,0.096,2,1019,0.9758,1,Major Landslide / Rockfall,11.8
NH-10,Sikkim,43.53,1536.2,Gneiss-Schist,84.08,200.15,39.7,3.6,6.3,0.623,4,1234,0.99,1,Major Landslide / Rockfall,24.3
NH-27,Assam,13.92,285.3,Alluvial Silt,0.23,20.17,31.1,6.1,3.3,0.17,1,1391,0.0111,0,None,0.0
NH-27,Assam,8.37,50.0,Fractured Shale,13.05,46.77,25.4,4.5,3.3,0.601,0,1093,0.01,0,None,0.0
NH-29,Nagaland,39.97,1698.3,Gneiss-Schist,4.69,43.53,21.6,5.9,4.8,0.485,6,1277,0.5292,0,None,0.0
NH-10,Sikkim,42.8,1233.5,Sandstone-Siltstone,75.4,269.3,64.8,10.0,5.7,0.166,4,1380,0.99,1,Major Landslide / Rockfall,31.5
NH-10,Sikkim,40.92,897.3,Alluvial Silt,122.64,384.08,71.1,5.0,2.5,0.183,1,1150,0.99,1,Major Landslide / Rockfall,9.5
NH-13,Arunachal Pradesh,57.99,1593.1,Sandstone-Siltstone,6.39,17.41,24.9,5.5,4.7,0.708,4,1354,0.8995,1,Road Subsidence & Edge Collapse,29.3
NH-27,Assam,15.0,174.9,Fractured Shale,34.22,85.34,27.3,4.1,4.8,0.585,2,1476,0.0347,0,None,0.0
NH-10,Sikkim,46.63,961.7,Sandstone-Siltstone,3.17,24.38,19.6,9.6,6.4,0.294,4,573,0.3754,1,Road Subsidence & Edge Collapse,36.0
NH-102,Manipur,37.26,1278.5,Fractured Shale,119.71,320.55,74.3,5.2,4.8,0.473,5,932,0.99,1,Major Landslide / Rockfall,12.3
NH-29,Nagaland,40.28,1504.2,Fractured Shale,16.78,67.66,9.9,7.7,7.5,0.494,6,931,0.567,1,Road Subsidence & Edge Collapse,19.4
NH-715,Assam,9.97,50.0,Sandstone-Siltstone,1.34,21.77,5.0,5.2,6.4,0.166,0,1040,0.01,0,None,0.0
NH-102,Manipur,28.08,1489.4,Alluvial Silt,2.23,38.39,5.1,6.3,1.1,0.671,1,1576,0.1095,0,None,0.0
NH-102,Manipur,32.01,1122.9,Fractured Shale,204.96,430.31,83.8,7.7,4.5,0.594,0,1211,0.99,1,Mudslide & Debris Flow,6.0
NH-715,Assam,8.12,50.0,Fractured Shale,112.06,323.88,70.2,4.2,7.6,0.419,1,1565,0.9545,1,Flash Flood & Highway Waterlogging,20.8
NH-208,Tripura,14.75,50.0,Alluvial Silt,5.94,25.63,5.0,6.1,3.0,0.514,1,1262,0.0156,0,None,0.0
NH-208,Tripura,14.65,50.0,Fractured Shale,21.06,62.88,12.5,6.0,5.6,0.252,1,934,0.01,0,None,0.0
NH-29,Nagaland,55.81,1260.1,Limestone Karst,88.43,260.7,62.4,4.6,5.8,0.493,1,851,0.99,1,Major Landslide / Rockfall,8.2
NH-102,Manipur,13.97,906.6,Fractured Shale,114.38,343.78,64.4,6.1,5.3,0.356,1,1237,0.99,1,Flash Flood & Highway Waterlogging,3.3
NH-10,Sikkim,43.83,1306.2,Sandstone-Siltstone,121.08,325.79,66.2,10.0,4.2,0.246,6,1818,0.99,1,Major Landslide / Rockfall,14.5
NH-27,Assam,23.22,158.4,Fractured Shale,116.42,248.49,70.7,7.8,5.1,0.119,0,597,0.9821,1,Tree Fall & Rock Obstruction,2.9
NH-29,Nagaland,42.79,1823.4,Limestone Karst,26.77,77.45,32.0,4.6,3.8,0.555,7,904,0.8519,1,Road Subsidence & Edge Collapse,18.9
NH-13,Arunachal Pradesh,54.9,2391.0,Alluvial Silt,7.36,29.52,5.0,7.5,3.4,0.174,8,794,0.8453,1,Road Subsidence & Edge Collapse,22.5
NH-715,Assam,15.65,267.4,Alluvial Silt,138.2,340.77,76.6,7.4,7.0,0.385,0,959,0.9748,1,Flash Flood & Highway Waterlogging,4.2
NH-102,Manipur,27.66,1010.4,Fractured Shale,119.8,222.83,58.7,4.1,4.3,0.32,0,1093,0.99,1,Tree Fall & Rock Obstruction,3.0
NH-29,Nagaland,27.43,1886.0,Limestone Karst,96.63,251.53,68.9,6.0,10.0,0.759,0,1357,0.9058,1,Tree Fall & Rock Obstruction,1.8
NH-6,Meghalaya,39.34,1305.1,Alluvial Silt,80.57,258.41,67.1,5.8,1.8,0.441,1,1869,0.99,1,Major Landslide / Rockfall,18.4
NH-6,Meghalaya,32.96,1312.9,Sandstone-Siltstone,4.15,18.1,23.2,5.2,5.3,0.647,0,1685,0.0519,0,None,0.0
NH-208,Tripura,12.8,50.0,Gneiss-Schist,206.93,528.03,99.0,8.4,3.2,0.407,0,1444,0.99,1,Flash Flood & Highway Waterlogging,2.1
NH-715,Assam,11.76,411.8,Limestone Karst,113.0,340.88,80.2,3.2,6.7,0.414,0,1817,0.9066,1,Flash Flood & Highway Waterlogging,1.8
NH-27,Assam,23.34,56.9,Sandstone-Siltstone,66.99,192.15,58.3,2.3,2.5,0.241,0,929,0.7675,0,None,0.0
NH-10,Sikkim,60.63,2080.1,Fractured Shale,96.14,314.54,69.5,8.5,7.5,0.362,2,1070,0.99,1,Major Landslide / Rockfall,12.0
NH-27,Assam,13.41,50.0,Alluvial Silt,2.52,16.64,10.5,4.4,6.6,0.398,0,946,0.01,0,None,0.0
NH-27,Assam,8.98,106.6,Sandstone-Siltstone,120.69,374.11,80.1,8.7,2.7,0.578,2,921,0.99,1,Flash Flood & Highway Waterlogging,3.1
NH-27,Assam,8.0,244.0,Limestone Karst,11.84,49.16,19.6,5.1,4.2,0.455,0,1638,0.0187,0,None,0.0
NH-715,Assam,18.05,50.0,Sandstone-Siltstone,15.71,51.39,22.9,4.8,6.0,0.704,1,1322,0.0201,0,None,0.0
NH-27,Assam,23.59,187.6,Fractured Shale,43.95,131.21,18.6,7.9,7.1,0.296,1,938,0.1011,0,None,0.0
NH-13,Arunachal Pradesh,48.39,2210.4,Sandstone-Siltstone,18.42,57.7,35.7,7.7,6.3,0.465,2,1477,0.6943,1,Tree Fall & Rock Obstruction,2.6
NH-715,Assam,8.0,50.0,Gneiss-Schist,50.31,187.15,50.5,5.4,4.5,0.637,1,1361,0.2394,0,None,0.0
NH-13,Arunachal Pradesh,54.36,2551.8,Fractured Shale,42.75,89.2,42.1,8.2,9.6,0.288,5,975,0.9782,1,Road Subsidence & Edge Collapse,18.6
NH-715,Assam,21.41,50.0,Sandstone-Siltstone,9.69,38.26,11.9,5.4,7.6,0.399,1,1088,0.01,0,None,0.0
NH-208,Tripura,8.0,202.5,Fractured Shale,5.84,14.13,22.4,7.8,2.9,0.423,1,1050,0.01,0,None,0.0
NH-29,Nagaland,43.15,1936.4,Gneiss-Schist,150.1,336.7,72.8,6.1,5.1,0.803,2,456,0.99,1,Major Landslide / Rockfall,26.9
NH-6,Meghalaya,40.93,1188.0,Limestone Karst,4.83,28.13,21.2,6.7,9.5,0.606,3,1312,0.2628,0,None,0.0
NH-27,Assam,11.52,50.0,Gneiss-Schist,66.05,158.63,49.3,6.5,5.9,0.828,1,951,0.3519,1,Tree Fall & Rock Obstruction,0.3
NH-208,Tripura,12.86,823.6,Gneiss-Schist,10.89,41.4,30.6,3.3,5.1,0.337,2,986,0.0112,0,None,0.0
NH-29,Nagaland,48.6,1642.3,Sandstone-Siltstone,61.73,199.05,45.3,5.4,4.1,0.521,5,1376,0.99,1,Major Landslide / Rockfall,8.7
NH-6,Meghalaya,35.38,1248.1,Sandstone-Siltstone,5.77,20.79,13.6,4.8,2.6,0.547,2,796,0.149,0,None,0.0
NH-102,Manipur,22.35,1190.8,Sandstone-Siltstone,144.25,303.66,72.2,8.8,4.8,0.505,1,1245,0.99,1,Tree Fall & Rock Obstruction,0.4
NH-10,Sikkim,31.68,1029.6,Gneiss-Schist,77.02,232.84,25.3,3.7,4.7,0.229,1,1255,0.9117,1,Tree Fall & Rock Obstruction,4.6
NH-13,Arunachal Pradesh,58.2,1730.5,Alluvial Silt,6.5,31.89,28.5,6.7,1.7,0.525,5,1192,0.9202,1,Road Subsidence & Edge Collapse,17.8
NH-102,Manipur,36.01,1361.7,Gneiss-Schist,76.64,153.55,45.4,4.0,3.1,0.487,3,1337,0.9649,1,Major Landslide / Rockfall,16.2
NH-715,Assam,15.57,50.0,Limestone Karst,2.98,41.85,24.4,3.4,7.1,0.723,1,468,0.0355,0,None,0.0
NH-6,Meghalaya,35.14,2135.5,Alluvial Silt,9.35,39.34,23.8,7.8,2.4,0.165,4,921,0.2954,0,None,0.0
NH-102,Manipur,28.56,803.2,Fractured Shale,0.33,5.02,5.0,6.5,4.6,0.43,2,1723,0.01,0,None,0.0
